ID в ИС ГТИБД,Название,Название (англ.),Адрес,Телефоны,Сайт,Электронная почта,Кухня,Доступно для людей с ограниченными возможностями,Геопозиция
6941,"""Столовая № 1"", ст. м. Маяковская","""Stolovaya № 1"", metro station Mayakovskaya","Санкт-Петербург, ул. Марата, 1",+7 (965) 054 35 61,http://st1.one/,lackontine@yandex.ru,,нет,"59.93131,30.36329"
6942,"""Столовая № 1"", ст. м. Гостиный Двор","""Stolovaya № 1"", metro station Gostiny Dvor","Санкт-Петербург, Невский пр., 54",+7 (967) 571 24 00,http://st1.one/,lackontine@yandex.ru,,нет,"59.911065,30.31726"
6943,Тарелка на Марата,Tarelka na Marata,"г. Санкт-Петербург, ул.Марата, 56",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.928487,30.353355"
6944,Солянка,Solyanka,"Санкт-Петербург, ул. Балтийская, д. 22",+7(812) 925-94-88,solyanka-lunch.ru,Solyanka.Lunch@gmail.com,,нет,"59.898634,30.283529"
6945,Столовая ИП РотаньТ.Н.,Stolovaya I.P Rotan T.N.,"г. Санкт-Петербург, ул. Восстания, 6",+7(812) 719-95-65,,,,нет,"59.933131,30.359769"
6946,"Время обедать, ст. м. Нарвская","Time for dinner, metro station Narvskaya","Санкт-Петербург, Швецова, 23 лит Б",(812) 313-30-23,,,,нет,"59.989886,30.241676"
6947,"Столовая на Большом Сампсониевском проспекте, 18","Stolovaya na Bolshom Sampsonievskom prospecte,18","Санкт-Петербург, Большой Сампсониевский проспект, 18",+7 921 390‑64-81,,,,нет,"59.959823,30.345018"
6948,"Базилик, метро Ладожская","Basilik, metro station Ladozhskaya","Санкт-Петербург, ул. Партизанская, 27",8 (812) 331-71-12,,,,нет,"59.947883,30.442468"
6949,Тэсти,Tasty,"Санкт-Петербург, ул. Биржевая линия, 1",+7 812 328‑01-00,,,,нет,"59.943805,30.296887"
6950,Тефтельки,Teftelki,"Санкт-Петербург, ул. 1-я линия В.О., 18",8 (812) 323-22-29,,,,нет,"59.934452,30.245898"
6951,Феникс,Phoenix,"Санкт-Петербург, ул. 10-я линия В.О., 59",8 (812) 335-88-28,,,,нет,"59.947514,30.26709"
6999,Тарелка на Невском,Tarelka na Nevskom,"Санкт-Петербург, Невский пр., д.53",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.93204,30.349672"
7000,Тарелка на Большом проспекте В.О.,Tarelka na Bolshom prospekte V.O.,"Санкт-Петербург, Большой пр. В.О, 80",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.94262,30.342782"
7001,Тарелка на Ломоносова,Tarelka na Lomonosova,"Санкт-Петербург, ул. Ломоносова, д.20",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.927166,30.340033"
7002,Тарелка на Гагаринской,Tarelka na Gagarinskoi,"Санкт-Петербург, Гагаринская ул., 25",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.906012,30.276522"
7003,Тарелка на Лиговском,Tarelka na Ligovskom,"Санкт-Петербург, Лиговский пр., д.84/2",+7(812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.921195,30.355062"
7004,Тарелка на Московском,Tarelka na Moscovskom,"Санкт-Петербург, Московский пр., д.109",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.889774,30.318752"
7005,Тарелка на Колокольной,Tarelka na Kolokolnoy,"Санкт-Петербург, Колокольная ул., 18/19",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"60.052604,30.331157"
7006,Тарелка на Измайловском,Tarelka na Izmailovskom,"Санкт-Петербург, Измайловский пр., д.9/2",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.915621,30.307136"
7007,Тарелка на Профессора Попова,Tarelka na Professora Popova,"Санкт-Петербург, ул. Профессора Попова, д.37, БЦ Сенатор",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.971434,30.297767"
7008,Тарелка на Гапсальской,Tarelka na Gapsalskoi,"Санкт-Петербург, ул. Гапсальская, д.5, БЦ Балтика",+7 (812) 383-55-01,www.tarelkas.ru,office@tarelkas.ru,,нет,"59.911218,30.257217"
8788,"Арт-кафе ""Бродячая собака""","Art-cafe ""Brodyachaya sobaka""","ул. Итальянская, д. 4",+7 (812) 312-80-47,http://www.vsobaka.ru/index.php,straydog@mail.ru,"Европейская, русская",нет,"47.091819,37.565515"
8808,"Арт-кафе ""Сундук""","Art-cafe ""Sunduk""","Фурштатская ул., 42","+7(812) 272-3100, 272-6633",http://www.cafesunduk.ru/,admin@cafesunduk.ru,"Европейская, русская",нет,"59.945558,30.36205"
8821,"Арт-кафе ""Саквояж беременной шпионки""","Art-cafe ""Sakvoyazh beremennoy shpionki""","Конюшенная ул., д. 17","+7(812) 495-97-96; 
+7(812) 950-95-16",http://xn--80accqszikf2l.xn--p1ai/,sakvojag@bk.ru,Европейская,нет,"59.718298,30.411952"
8852,"Арт-кафе ""Заводные яйца""","Art-cafe ""Zavodniye yaitsa""","ул. Фурштатская, д. 48",275-88-96,http://www.zavodim.spb.ru/ https://vk.com/zavodim,,"Европейская, русская",нет,"59.945355,30.363479"
8881,"Арт-кафе ""Республика кошек""","Art-cafe ""Respublica koshek""","ул. Якубовича, д. 10 (рядом с ЦВЗ ""Манеж"", 3 мин. от Исаакиевской пл.), на территории ""Музейного квартала""","312-04-87;
945-19-51",http://catsrepublic.ru/,,,нет,"59.933113,30.301405"
8890,"Арт-кафе ""Книги и кофе""","Art-cafe ""Knigi y coffee""","м. Чернышевская/Гостиный двор
ул. Гагаринская, 20.",+7 (812) 272-49-90,http://bookcoffee.ru/ https://vk.com/knigikofe,bookcoffee2012@yandex.ru,Европейская,нет,"59.944436,30.359975"
13892,Кофе Хауз,,"СПБ,ул. Большая Разночинная, д. 32, БЦ «Форум», 2 этаж.",,http://www.coffeehouse.ru/,receptionspb@coffeehouse.ru,,нет,"59.961998,30.284283"
13901,Cafemax,Cafemax,"м. Маяковская, Невский пр-т 90/92",+7 (812) 273-66-55,www.cafemax.ru,2736655@mail.ru,,нет,"59.932374,30.352492"
13904,"Место встречи «Казанская, 7»","The meeting place ""Kazan, 7""","ул. Казанская, д. 7, 2 этаж",+7 (812) 941-73-53,vk.com/mv_k7,,,нет,"59.932378,30.321042"
13905,Lemonade,Lemonade,"Оранжерея Таврического сада, Потемкинская ул., 2",+7 965 050 92 92,https://vk.com/limonadecafe,,,нет,"53.934366,27.605516"
13906,Postscriptum,Postscriptum,"Каменноостровский пр, 38 (в арку и налево, кнопка 5 на домофоне, 2 этаж)",+7 (812) 920–60–49,vk.com/anticafe_ps,,,нет,"59.96593,30.311107"
13912,"Место встречи «Стремянная, 16»","The meeting place ""Stremyannaya, 16""","РАСПИСАНИЕ РАБОТЫ
пн–чт, вс 14:00–0:00
пт, сб 14:00–6:00",572-12-35,vk.com/mv_c16,,,нет,"52.374569,42.934188"
13918,Веселый роджер,Vesely Roger,"м. Московские ворота, 196084, Санкт-Петербург, Московский пр., д. 136",+7 (812) 388-02-14,www.rogerbar.ru,,,нет,"59.887295,30.320369"
13919,Проходимец,Prohodimets,"м. Комендантский пр., Комендантский пр., 11 (ТК «Миллер-Центр»)
м. Чкаловская, ул. Ропшинская, д. 28, 
м. Площадь Восстания, ул. Восстания, д. 22
м. Маяковская, ул. Рубинштейна, 8",+7 (812) 579-44-97,http://vk.com/bar_prohodimec,,,нет,"60.006507,30.262293"
13920,O'HOOLIGANS,O'HOOLIGANS,"м. Старая деревня, 197374, Санкт-Петербург, пр. Приморский, 137/1",+7 (812) 965-10-64,www.ohooligans.ru,admin@ohooligans.ru,,нет,"59.983531,30.216146"
14683,"""Столовая № 1"", ст. м. Невский проспект","""Stolovaya № 1"", metro station Nevsky Prospect","Санкт-Петербург, наб. кан. Грибоедова, 14",+7 (967) 571 24 08,http://st1.one/,,,нет,"59.936034,30.327286"
14684,"""Столовая № 1"", ст. м. Василеостровская","""Stolovaya № 1"" metro station Vasileostrovskaya","Санкт-Петербург, В. О. Средний пр., 36/40 А",+7 (962) 725 05 30,http://st1.one/,,,нет,"59.942101,30.27592"
14685,"""Столовая № 1"", ст. м. Площадь Ленина","""Stolovaya № 1"", metro station Plosсhad Lenina","Санкт-Петербург, Финляндский вокзал, 2 этаж",+7 (962) 354 05 01,http://st1.one/,,,нет,"59.955619,30.35664"
14686,"""Столовая № 1"", ст. м. Садовая","""Stolovaya № 1"", metro station Sdovaya","Санкт-Петербург, Сенная площадь, д. 6",+7 (963) 346 16 18,http://st1.one/,,,нет,"59.926179,30.318231"
14687,Тарелка на Красноармейской,Tarelka na Krasnoarmeiskoi,"Санкт-Петербург, 6-я Красноармейская ул., 5-7",+7(812) 383-55-01,http://tarelkas.ru/,,,нет,"59.91258,30.315769"
14688,Тарелка на 18-ой линии,Tarelka na Vosemnadtsatoi linii,"Санкт-Петербург, 18-я линия В.О., 29",+7 (812) 383-55-01,http://tarelkas.ru/,,,нет,"59.937513,30.266128"
14689,Тарелка на Большом проспекте,Tarelka na Bolshom prospekte,"Санкт-Петербург, Большой проспект, 82",+7 (812) 383-55-01,http://tarelkas.ru/,,,нет,"59.929948,30.252474"
14690,Тарелка на Кантемировской,Tarelka na Kantemirovskoi,"Санкт-Петербург, Кантемировская, 4",+7 (812) 383-55-01,http://tarelkas.ru,,,нет,"59.981231,30.326199"
14694,Университетская столовая СПБГУ,Universitetskaya stolovaya,"Санкт-Петербург, Биржевая линия В.О., д. 6",,,,,нет,"59.942994,30.296563"
14705,Питание +,Pitanie +,"Санкт-Петербург, ул. Большая Монетная, 11, литер А",+7 (812) 642-40-90,,,,нет,"59.960976,30.315805"
14706,Кафе-столовая Северная Венеция,,"Санкт-Петербург, Волынский пер., 1/36",,,,,нет,"59.93804,30.320467"
14708,Рада & К,Rada & K,"Санкт-Петербург, ул. Гороховая, 36",+7(953)373 97 59,https://www.instagram.com/rada_v_spb/,,,нет,"59.92824520638662,30.32261101867369"
14711,"Ложка, сеть столовых",Lozhka,"Санкт-Петербург, Антоненко переулок, 10",+7 (812) 315–33–43,,,,нет,"59.929484,30.312275"
14712,"Ложка, сеть столовых",Lozhka,"Санкт-Петербург, Гражданская, 17",+7 (812) 315–33–43,,,,нет,"59.927978,30.311781"
14713,"Ложка, сеть столовых",Lozhka,"Санкт-Петербург, Садовая, 49",+7 (812) 315–33–43,,,,нет,"59.92479,30.312517"
14731,Ботаника,Botanika,"191028, Санкт-Петербург, ул. Пестеля, 7",+7 (812) 27-27-091,cafebotanika.ru,,,нет,"59.94229424654334,30.34149521950407"
14732,Сытный дворик,Sytny Dvorik,"Пушкинская, 6",,,,,нет,"59.930173,30.357936"
14733,Сытный стол,Sytny Stol,"Санкт-Петербург, Красноармейская 11-я, 11",+7–921–764–81–79,http://sytniy-stol.ru/,,,нет,"59.912377,30.301037"
14734,Фермерская столовая,Femerskaya stolovaya,"Санкт-Петербург, Римского-Корсакова проспект, 8",+7–911–910–45–75,,,,нет,"59.924253,30.306364"
14735,"На Звёздной, столовая",Na Zvyozdnoy,"Санкт-Петербург, Звёздная, 7 к2",+7–964–385–44–48,,,,нет,"59.832561,30.356759"
14736,"На Звёздной, столовая",Na Zvyozdnoy,"Санкт-Петербург, Полевая Сабировская, 7",+7–911–790–93–17,,,,нет,"59.989508,30.278184"
14737,"На Звёздной, столовая",Na Zvyozdnoy,"Санкт-Петербург, Самойловой, 7",+7–911–790–93–17,,,,нет,"59.903232,30.375723"
14738,Новая столовая,Novaya Stolovaya,"Санкт-Петербург, Московский проспект, 2",+7 (812) 981–58–11,,,,нет,"59.925858,30.317925"
14739,Новая столовая,Novaya Stolovaya,"Санкт-Петербург, Мира, 15 к1",+7 (812) 981–58–11,,,,нет,"59.960088,30.318653"
14740,Подсолнух,Podsolnukh,"Санкт-Петербург, Московский проспект, 172",+7–960–251–00–15,,,,нет,"59.877619,30.320881"
14741,Фрида,Grand Cafe FRIDA,"ул. Чайковского, 57, Санкт-Петербург, 191123",79657975790.0,https://teahouse-group.ru/frida,,,нет,"59.946261,30.358349"
14742,Укроп,Ukrop,"Санкт-Петербург, ул. Марата, 23",+7(812)946-30-36,cafe-ukrop.ru,,,нет,"59.92786,30.352843"
14743,Интернет-кафе 59'57',Internet Cafe 59'57',"м.Горьковская, Кронверкский пр. д. 23",+7(812) 233-73-48; +7(812) 232-06-91,https://vk.com/internet_5957,,,нет,"59.957032,30.318777"
14745,Киберспортивный клуб Пять и Три,Киберспортивный клуб 5&3,"м. Чкаловская/м.Петроградская, Большой пр. П.С., д. 35A, к/т ""Мираж-Синема"", 2-й этаж",+7 (999) 530-99-53,https://vk.com/fiveandthree,,,нет,"59.959287,30.301971"
14746,Cybercafe,Cybercafe,"м. Елизаровская, ул. Крупской, д. 8",+7 (812) 560-58-33,www.cybercaf.ru,,,нет,"59.889422,30.428795"
14747,Два перца,Dva pertsa,"Санкт-Петербург, Большая Морская, 65",+7–921–376–64–97,www.dvaperca.com,,,нет,"59.930358,30.298081"
14748,Два перца,Dva pertsa,"Санкт-Петербург, Новгородская, 18",+7–921–376–64–97,www.dvaperca.com,,,нет,"59.936963,30.386323"
14749,Два перца,Dva pertsa,"Санкт-Петербург, Воронежская, 42",+7–921–376–64–97,www.dvaperca.com,,,нет,"59.914412,30.347156"
14750,Два перца,Dva pertsa,"Санкт-Петербург, Полюстровский проспект, 43 лит А",+7–921–376–64–97,www.dvaperca.com,,,нет,"59.968583,30.388991"
14751,Интернет-кафе Фобос,Internet Cafe Fobos,"м. Международная, ул. Будапештская, 19, корп.1",+7 (812) 774-31-47,http://fobos.pro/ https://vk.com/fobosclub,,,нет,"59.864245,30.372669"
14752,Два перца,Dva pertsa,"Санкт-Петербург, Мельничная, 14",+7–921–376–64–97,www.dvaperca.com,,,нет,"59.913979,30.392656"
14753,Два перца,Dva pertsa,"Санкт-Петербург, Малая Морская, 16",+7–921–376–64–97,www.dvaperca.com,,,нет,"59.934538,30.310649"
14754,Компьютерный клуб Стелс,Computer club Stells,"м. пр. Большевиков, пр. Большевиков, 3, литера Д, корп.1",+7 (812) 588-40-61,www.stels-klub.ru,stelsklub@gmail.com,,нет,"59.917637,30.471393"
14755,Два перца,Dva pertsa,"Санкт-Петербург, Калинина, 13",+7–921–376–64–97,www.dvaperca.com,,,нет,"59.897569,30.252968"
